key,source,target
TLAchievementLooks/achv_narrative_objective_Collection_017_09_Clear_Description,A Voice Echoed Through the Wind,
TLAchievementLooks/achv_narrative_objective_Collection_017_10_Clear_Description,Twin Mountaintop Hymn,
TLAchievementLooks/achv_narrative_objective_Collection_017_11_Clear_Description,"Bamir River Boatman's Once Upon a Time",
TLAchievementLooks/achv_narrative_objective_Collection_017_12_Clear_Description,"White Bird's Water Play",
TLAchievementLooks/achv_narrative_objective_Collection_017_13_Clear_Description,"My dear grandchild, Nikki",
TLAchievementLooks/achv_narrative_objective_Collection_017_14_Clear_Description,"House Crimson Researcher's Journal",
TLAchievementLooks/achv_narrative_objective_Collection_017_15_Clear_Description,A Footprint Left at the Peak - Snowburn Summit -,
TLAchievementLooks/achv_narrative_objective_Collection_018_01_Clear_Description,Hall of Illusion Invitation,
TLAchievementLooks/achv_narrative_objective_Collection_018_02_Clear_Description,"Kailos's Journal",
TLAchievementLooks/achv_narrative_objective_Collection_018_03_Clear_Description,The Lover Who Disappeared into the Painting,
TLAchievementLooks/achv_narrative_objective_Collection_018_04_Clear_Description,"Kailos's Confession",
TLAchievementLooks/achv_narrative_objective_Collection_018_05_Clear_Description,"Results of the Requested Item's Analysis",
TLAchievementLooks/achv_narrative_objective_Collection_019_01_Clear_Description,"Demon's Resurrection Ritual",
TLAchievementLooks/achv_narrative_objective_Collection_019_02_Clear_Description,"Calanthia's Traces",
TLAchievementLooks/achv_narrative_objective_Collection_019_03_Clear_Description,"Calanthia's Creations",
TLAchievementLooks/achv_narrative_objective_Collection_021_01_Clear_Description,"Casena's Journal",
TLAchievementLooks/achv_narrative_objective_Collection_021_02_Clear_Description,Storage Keeper Brothers - Escape from Arkeum Post -,
TLAchievementLooks/achv_narrative_objective_Collection_021_03_Clear_Description,Letter of Penance,
TLAchievementLooks/achv_narrative_objective_Collection_021_04_Clear_Description,Strange Tie,
TLAchievementLooks/achv_narrative_objective_Collection_021_05_Clear_Description,Whispering Relic,
TLAchievementLooks/achv_narrative_objective_Collection_021_06_Clear_Description,Harsh Punishment,
TLAchievementLooks/achv_narrative_objective_Collection_021_07_Clear_Description,"Arkeum Soldier's Letter",
TLAchievementLooks/achv_narrative_objective_Collection_021_08_Clear_Description,Emergency Instructions due to Supply Interruption,
TLAchievementLooks/achv_narrative_objective_Collection_021_09_Clear_Description,"The Arkeum Commander's Report",
TLAchievementLooks/achv_narrative_objective_Collection_022_01_Clear_Description,The Origin of Nebulaka Orcs,
TLAchievementLooks/achv_narrative_objective_Collection_022_02_Clear_Description,Study of Nebula Island,
TLAchievementLooks/achv_narrative_objective_Collection_022_03_Clear_Description,Observation of Nebulaka Chief Priest,
TLAchievementLooks/achv_narrative_objective_Collection_022_04_Clear_Description,My Nebula Island Exploration,
TLAchievementLooks/achv_narrative_objective_Collection_022_05_Clear_Description,The Hero of Nebulaka Clan,
TLAchievementLooks/achv_narrative_objective_Collection_022_06_Clear_Description,Writing Hidden in the Fog,
TLAchievementLooks/achv_narrative_objective_Collection_022_07_Clear_Description,Into the Thick Fog,
TLAchievementLooks/achv_narrative_objective_Collection_022_08_Clear_Description,Bloody History of Nebula Island,
TLAchievementLooks/achv_narrative_objective_Collection_022_09_Clear_Description,How I Survived the Fog Forest,
TLAchievementLooks/achv_narrative_objective_Collection_022_10_Clear_Description,"Cohen's Last Book",
TLAchievementLooks/achv_narrative_objective_Collection_023_01_Clear_Description,"The Father's Oath",
TLAchievementLooks/achv_narrative_objective_Collection_023_02_Clear_Description,The Horrible Green Eye,
TLAchievementLooks/achv_narrative_objective_Collection_023_03_Clear_Description,Three Friends,
TLAchievementLooks/achv_narrative_objective_Collection_023_04_Clear_Description,"The Royal Guard Captain's Agony",
TLAchievementLooks/achv_narrative_objective_Collection_023_05_Clear_Description,The Master and Guardian,
TLAchievementLooks/achv_narrative_objective_Collection_023_06_Clear_Description,Advice for Guild Leaders,
TLAchievementLooks/achv_narrative_objective_Collection_023_07_Clear_Description,A Message for Drakmor,
TLAchievementLooks/achv_narrative_objective_Collection_023_08_Clear_Description,A Conversation with an Old Stonemason,
TLAchievementLooks/achv_narrative_objective_Collection_023_09_Clear_Description,"A Magic Swordsman's Story",
TLAchievementLooks/achv_narrative_SE_Raid_001_01_TitleText,That Puppeteer,
TLAchievementLooks/achv_narrative_SE_Raid_001_01_Description,First encounter with Velentra,
TLAchievementLooks/achv_narrative_SE_Raid_001_02_TitleText,Two Wings of Sylaveth,
TLAchievementLooks/achv_narrative_SE_Raid_001_02_Description,Encounter the Two Wings of Sylaveth,
TLAchievementLooks/achv_narrative_SE_Raid_003_01_TitleText,Red and Purple,
TLAchievementLooks/achv_narrative_objective_Exp_La_A04_06_Clear_Description,Return of the Age of Wolves,
TLAchievementLooks/achv_narrative_Collection_024_Complete_TitleText,Nebula Island Story Society: Member,
TLAchievementLooks/achv_narrative_Collection_024_Complete_Description,Complete Collection Codex: Nebula Island Complete Collection,
TLAchievementLooks/achv_narrative_objective_Collection_024_Complete_Description,Complete Collection Codex: Nebula Island Complete Collection,
TLAchievementLooks/achv_narrative_Collection_025_Complete_TitleText,Solisium Story Society: Registered Member,
TLAchievementLooks/achv_narrative_Collection_025_Complete_Description,Complete all collections,
TLAchievementLooks/achv_narrative_SE_015_Clear_TitleText,Stonegard Docent,
TLAchievementLooks/achv_narrative_SE_015_Clear_Description,Complete Tales Flowing in the Desert,
TLAchievementLooks/achv_narrative_objective_SE_015_Clear_Description,Complete Extra Codex: Tales Flowing Through the Desert,
TLAchievementLooks/achv_narrative_objective_Adv_Int_02_Description,Interlude Episode 2: Oath Ritual,
TLAchievementLooks/achv_narrative_objective_Adv_Int_02_01_Description,Discuss the transgression of the Bercant Family with Remy,
TLAchievementLooks/achv_narrative_Adv_Int_02_01_Description,Discuss the transgression of the Bercant Family with Remy,
TLAchievementLooks/achv_narrative_objective_Adv_Int_02_02_Description,"Listen to Hobs explain about Oath Artifacts and Guardian's Pledges",
TLAchievementLooks/achv_narrative_Adv_Int_02_02_Description,"Listen to Hobs explain about Oath Artifacts and Guardian's Pledges",
TLAchievementLooks/achv_narrative_objective_SE_TOG_Clear_Description,Complete Tower of Greed Extra Codex,
TLAchievementLooks/achv_narrative_objective_SE_TOG_01_Description,Witness the Oath Ritual between Calanthia and Reville Lupius,
TLAchievementLooks/achv_narrative_SE_TOG_01_Description,Witness the Oath Ritual between Calanthia and Reville Lupius,
TLAchievementLooks/achv_narrative_objective_SE_TOG_02_Description,Write a report letter to DaVinci,
TLAchievementLooks/achv_narrative_SE_TOG_02_Description,Write a report letter to DaVinci,
TLAchievementLooks/achv_narrative_Adv_Int_02_TitleText,Oath Ritual,
TLAchievementLooks/achv_narrative_Adv_Int_02_Description,Complete Adventure Codex Interlude Episode 2: Oath Ritual,
TLAchievementLooks/achv_narrative_Adv_Int_02_01_TitleText,"The Family's Transgression",
TLAchievementLooks/achv_narrative_Adv_Int_02_02_TitleText,Ah! Copy That!,
TLAchievementLooks/achv_narrative_SE_TOG_01_TitleText,The Ritual on That Day,
TLAchievementLooks/achv_narrative_SE_TOG_02_TitleText,Final Report (Pinky-Promise),
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_UseRelic_01_Description,Place any Relic on the Chaos Milestone,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_UseRelic_02_Description,Place any Relic on the Chaos Milestone 10 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_UseRelic_03_Description,Place any Relic on the Chaos Milestone 100 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_DropRelic_01_Description,Drop a Relic,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_DropRelic_02_Description,Drop the Relic 10 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_DropRelic_03_Description,Drop the Relic 100 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_Lucky_01_Description,Clear multiple floors at once in the Tower of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_Lucky_Description,Clear multiple floors at once in the Tower of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_Lucky_02_Description,Clear multiple floors at once in the Tower of Greed 10 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_Lucky_03_Description,Clear multiple floors at once in the Tower of Greed 100 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_Clear_01_Description,Clear the Tower of Greed for the first time,
TLAchievementLooks/achv_narrative_TowerOfGreed_Clear_01_Description,Clear the Tower of Greed for the first time,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_Clear_02_Description,Clear the final floor of the Tower of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_Clear_02_Description,Clear the final floor of the Tower of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_Clear_03_Description,Obtain additional rewards on the final floor of the Tower of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_Clear_03_Description,Obtain additional rewards on the final floor of the Tower of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_SoloClear_01_Description,Clear the Tower of Greed by yourself,
TLAchievementLooks/achv_narrative_TowerOfGreed_SoloClear_Description,Clear the Tower of Greed by yourself,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_SoloClear_02_Description,Clear the Tower of Greed by yourself 10 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_SoloClear_03_Description,Clear the Tower of Greed by yourself 50 times,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeReset_01_Description,Purify the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeReset_02_Description,Purify the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeReset_03_Description,Purify the Orb of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_GaugeReset_Description,Purify the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeUpgrade_01_Description,Imprint the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeUpgrade_02_Description,Imprint the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeUpgrade_03_Description,Imprint the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeUpgrade_04_Description,Imprint the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeUpgrade_05_Description,Imprint the Orb of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_GaugeUpgrade_Description,Imprint the Orb of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_HiddenStory_All_Description,View hidden memories in the Tower of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_All_Description,View hidden memories in the Tower of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_UseRelic_TitleText,Gate of the Tower ,
TLAchievementLooks/achv_narrative_TowerOfGreed_UseRelic_Description,Place a Relic on the Chaos Milestone in the Tower of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_DropRelic_TitleText,I Need to Lift More,
TLAchievementLooks/achv_narrative_TowerOfGreed_DropRelic_Description,Drop the Relic held in the Tower of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_Lucky_TitleText,My Lucky Day ,
TLAchievementLooks/achv_narrative_TowerOfGreed_Clear_01_TitleText,"Tower's Beginning",
TLAchievementLooks/achv_narrative_TowerOfGreed_Clear_02_TitleText,Another Beginning,
TLAchievementLooks/achv_narrative_TowerOfGreed_Clear_03_TitleText,Master of Greed,
TLAchievementLooks/achv_narrative_TowerOfGreed_SoloClear_TitleText,Solo Cleanup ,
TLAchievementLooks/achv_narrative_TowerOfGreed_GaugeReset_TitleText,Realm of Greed ,
TLAchievementLooks/achv_narrative_TowerOfGreed_GaugeUpgrade_TitleText,The Greedier the Better ,
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_All_TitleText,What Sleeps in the Tower of Greed,
TLAchievementLooks/achv_narrative_SE_TOG_Clear_TitleText,Tower of Greed,
TLAchievementLooks/achv_narrative_SE_TOG_Clear_Description,Complete the Tower of Greed,
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_UseRelic_01_TitleText,Gate of the Tower {0},
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_DropRelic_01_TitleText,"Oof, Ow, My Back {0}",
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_Lucky_01_TitleText,My Lucky Day {0},
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_SoloClear_01_TitleText,Solo Cleanup {0},
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeReset_01_TitleText,Realm of Greed {0},
TLAchievementLooks/achv_narrative_objective_TowerOfGreed_GaugeUpgrade_01_TitleText,The Greedier the Better {0},
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_01_TitleText,Memory of the Tower: Calanthia,
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_02_TitleText,Memory of the Tower: Reville Lupius,
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_03_TitleText,"Tower's Memory: Mysterious Orc",
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_04_TitleText,"Tower's Memory: Mysterious Woman",
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_05_TitleText,"Tower's Secret: ""Incomplete""",
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_06_TitleText,"Tower's Secret: ""Resurrection""",
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_07_TitleText,"Tower's Secret: ""She Lives""",
TLAchievementLooks/achv_narrative_TowerOfGreed_HiddenStory_01_Description,"Witness Calanthia's Remnant in the Tower of Greed",
